제목,감성
인탑스에 대한 투자 포인트는 다음과 같다. 1) 삼성전자 핸드셋 판매 수량 증가의 최대 수혜주이다.,POSITIVE
"인탑스는 삼성전자의 3개 해외 생산처(중국, 브라질, 인도) 중 중국 천진과 인도 구루가온에 함께 지출하였다.",NEUTRAL
현재 Apple향 노트북 패널에 우리이티아이의 LED모듈의 채용을 위해 qual 프로세스를 진행중이며 2분기 중에는 결론에 이를 수 있을 것으로 전망하고 있음.,NEUTRAL
"한라공조 1분기 실적 호전 요인은 1) 현대차 국내외 생산의 두드러진 증가에 따른 매출 Volume 증가, 2) 환율 상승에 따른 수익성 개선, 3) 해외공장 실적 호전에 따른 지분법평가이익 증가 등이다.",POSITIVE
한라공조의 영업이익과 세전이익은 2004년 2분기 이후 가장 높은 수준으로서 현대차와 동반한 실적 악화 이후 뚜렷한 개선세를 보여주었다. ‘System Supplier’로 성장할 수 있는 잠재력 보유 현대차 그룹 국내외 공조시스템 공급을 주도하고 있고 핵심부품인 컴프레서를 자체 기술로 생산하고 있다.,POSITIVE
그러나 일반보험 손해율은 큰 폭으로 증가하여 LIG손해보험의 이익의 개선 폭을 둔화 시켰는데 이는 LG화학 관련 화재사고로 139억원이 반영되었기 때문이다.,NEGATIVE
"Aker Yards에 대한 가치도 지분법 평가만 반영하였으나, STX그룹의 인수 확정으로 주식시장에서 거래되는 적정한 가치를 반영하는 것이 바람직하다고 판단된다.",NEUTRAL
"1분기 실적 부진에도 불구하고 아모텍 투자의견 ‘매수’를 유지하는 것은 1) 주가 하락으로 현재주가 대비 상승 여력이 37.9%에 달하고, 2) 2분기 이후 칩바리스터와 블루투스 안테나 판매 증가로 꾸준한 실적 개선이 기대되며, 3) 엔화 강세로 동사의 주력 제품인 칩바리스터의 가격 경쟁력이 증가하고 있기 때문이다.",POSITIVE
"③ 또한 구조조정에 따른 성장 정체가 천연 액상 조미료인 ‘국선생, 맛선생’ 등 신제품의 매출 호조와 자회사인 대상F&F의 실적 호전으로 인해 2분기 이후 해소될 것으로 전망된다.",POSITIVE
"오리온 주가의 Key driver는 국내 제과 수익성, 해외 부문의 영업 실적, 스포츠토토의 실적 지속성 등인데 2008년 1분기 실적이 이 3가지를 모두 충족시켰으며 2분기 이후에도 주요 자회사의 어닝 서프라이즈가 기대된다.",POSITIVE
② 지분법 이익 증가로 당기순이익 26.5% 증가 : 해외 법인의 실적 호전과 스포츠토토의 사상 최대 실적으로 오리온의 1분기 당기순이익은 전년 동기 대비 26.5% 증가한 240억원을 기록하였다.,POSITIVE
비록 이익의 증가 폭이 둔화되었지만 FY06 4분기는 LG카드 매각이익이 일시에 반영되었던 점을 감안하면 이번 분기는 삼성화재가 양호한 이익을 시현했다고 판단한다.,NEUTRAL
"런던, 에딘버러 등에서 만난 10여개 유럽지역 기관투자가는 대부분 국내 제약업과 동아제약에 대해 자세히 모르는 편이라 소개하는데 많은 비중을 두었다.",NEUTRAL
"반면 미국 뉴욕과 보스톤에서 만난 펀드매니저나 애널리스트들은 대체로 한국 제약업에 대해서 잘 알고 있었고, 그 중 상당수는 이미 동아제약을 방문했거나 관계자를 만난 적도 있어 최신 동향을 업데이트 하는데 많은 시간을 할애했다.",NEUTRAL
"환율, 국제유가 등 대외변수에 큰 영향을 받지 않는 내수산업이면서 성장성도 좋은 편인 한국 제약업과 최대 제약사인 동아제약에 대한 관심이 많았던 것으로 판단된다.",POSITIVE
국내 HSDPA Service Provider 구도는? SKT와 KTF의 양강 구도 국내 3G 시장은 SKT와 KTF의 양강 경쟁 구도이다.,NEUTRAL
3G로 전환되어 가는 과정에서 경쟁 환경상의 구도 변화 가능성은? SKT는 이동 통신 시장에서 50.5%이상의 가입자 점유율을 유지한다는 전략을 취하고 있다.,NEUTRAL
"주력 사업 분야인 온라인 중고등 교육, 특히 중등 교육 부문은 연간 50%로 고성장할 전망이다.",POSITIVE
여기에 신사업의 성장이 더해지면 메가스터디는 적어도 5년 이상은 성장이 지속될 것으로 본다.,POSITIVE
"에스원의 어닝모멘텀이 확대될 것으로 추정하는 이유는 1) 2008년 영업환경 개선이 예상되고, 2) 해약률, 신규계약건수, ARPU 등 주요 영업관련 지표가 개선될 것으로 추정되며, 3) 서초동 삼성타운 관련 매출이 발생할 것으로 전망되기 때문이다.",POSITIVE
"특히 LG화학 석유화학부문 매출액의 약 53%를 차지하고 있는 합성고무, PVC, ABS 등이 호조를 보이고 있기 때문이다.",POSITIVE
"하반기 영업실적의 최대 변수는 추가적인 국내 강관제품 단가 인상 폭과 성공 여부 향후 휴스틸 영업실적의 최대 변수는 추가적으로 국내 강관제품단가를 얼마나 인상하여, 성공할 것인가에 달려 있다.",NEUTRAL
최근 주성엔지니어링은 한국철강 납품 장비의 효율을 6.5% 이상 달성하여 추가 수주의 가능성이 높아졌다.,POSITIVE
"그 이유는 CCFI는 글로벌 선사의 주력 서비스 항로 이외의 항로운임을 복합적으로 반영하고 있으며, HRCI는 현재 글로벌 선사들의 주력 선형인 4,500TEU급 이상이 지수에서 차지하는 비율이 3%에 불과하기 때문이다.",NEUTRAL
남부회장은 M&A 관심 대상으로 태양전지 사업에 대해 검토 중이라고 밝혔으며 GE 가전사업부에 대해서도 관심을 갖고 모니터링하고 있다고 밝혔다.,NEUTRAL
LG전자에서는 이미 인수준비를 위한 M&A 전담팀이 결성되었으며 영입된 M&A 전문가는 가전부문에 배치되어 활동하고 있는 것으로 알려졌다.,NEUTRAL
"둘째, 도시 재정비 지역으로 지정된 인천공장과 인근 지역 지가 상승 중인 온산공장의 부동산 가치는 매력적이다.",POSITIVE
"그러나, 매각금액이 최종적으로 확정되지 않고, 지분양도에 따른 당사자가 CJ 이외에 CJ개발(11.05%), 이재현(2.95%)으로 구성되어 있어 동사로 유입되는 금액의 변동가능성도 있으므로 Valuation에 미치는 영향은 아직 확정적이지 않다.",NEUTRAL
"인수가액은 8,000억원 정도로 추정되고 순자산이 360억(07. 3월말 기준)이며, CJ투자증권이 91.8%의 지분을 보유하고 있는 CJ자산운용도 함께 매각될 것으로 알려졌다.",NEUTRAL
"우리이티아이의 매출 중 약 17% 수준이 자회사인 뉴옵틱스에 판매되고 있으며, 뉴옵틱스의 BLU 판매량 증가는 우리이티아이의 매출 성장에도 기여하리라 추정된다.",POSITIVE
"Re-rating을 향한 방아쇠가 당겨진 것으로 판단 과거 내수 대표기업들의 re-rating은 1) 실적 호조를 바탕으로 2) 신사업을 통해 산업 성장을 견인하는 경우(신세계, NHN 등), 3) 산업내 고부가가치 기업으로의 변신(LG생활건강, 하이트맥주 등)하는 경우에 re-rating이 진행되었다.",POSITIVE
기존 사업인 진동모터와 OA부품(Developer Roller)의 출하량 증가로 자화전자의 2008년 매출 및 이익 증가에 기여할 것으로 전망된다.,POSITIVE
"이미 LG, SK, GS 등의 지주사로 전환된 그룹사들의 경우, 지주회사 산하의 브랜드 관리 위원회를 통한 그룹 통합 마케팅 전략 수립 및 관리가 일반적이다.",NEUTRAL
"이런 점에 근거해 보건데, 삼성 브랜드 관리 위원회의 설립은 삼성 그룹 쇄신안의 큰 틀에서 본다면 그 가능성이 높다고 판단된다.",NEUTRAL
"첫째, 해외 마케팅 전략에서 삼성전자와 삼성테크윈, 삼성전기의 계열사 구분없이 ‘SAMSUNG’이라는 통합 브랜드 아래 모든 영업과 마케팅이 일원화 될 전망이다.",NEUTRAL
4조원으로 추산되는 삼성전자의 연간 마케팅 비용을 근간으로 기타 계열사의 해외 부문 마케팅 비용이 해당 위원회로 집중될 경우 해당 위원회를 통해 편성 및 집행될 예산의 규모는 수 조원 규모가 될 전망이다.,NEUTRAL
"SK 지주사 요건 충족을 위해 자회사가 출자관계가 있는 SK해운, SK증권, SKC&C의 지분을 해소해야한다.",NEUTRAL
"유가, 환율 등 외부 변수 변화와 무관한 대형주 Google이 우려와는 달리 어닝 서프라이즈를 기록하는 등 글로벌 온라인광고 시장의 견실한 성장세가 1분기에도 지속되었다.",POSITIVE
"디스플레이광고는 브랜딩이미지 등 리치미디어광고 비중 상승, 기업 광고주 증가 등 펀더멘털 개선에다 북경올림픽, 줄어든 연휴 등 긍정적인 계절성이 반영될 것이다. ‘매수’ 투자의견과 목표주가 338,000원 유지 NHN 주가의 중기 저점은 2분기 실적 발표를 앞둔 6월로 판단된다.",POSITIVE
"실적 개선을 고려하여 삼성테크윈 08년 영업이익과 순이익을 각각 2.4%, 9.4% 상향 조정한다<표2 참조>. 2분기 디카 사업부문 흑자 전환. 1분기 대비 239억원 증가 효과 발생 1분기 부진했던 디지털 카메라 사업의 실적 개선이 진행되고 있다.",POSITIVE
디카 사업 실적 개선의 원인은 ① 삼성전자와의 시너지 효과가 본격화되고 있기 때문이다.,POSITIVE
"FY07년 급락한 장기보험 신계약 성장률 반영과 자동차 보험료 인상효과 희석으로 장기보험과 자동차 보험은 각각 10.2%, 6.6% 성장할 것으로 전망된다.",POSITIVE
삼성화재의 4월 장기보험 신계약은 13.9십억원으로 전년동월대비 21.9% 증가했는데 FY07년 신계약 증가율이 1.1%에 불과했던 것을 감안할 때 '08년이후 나타나고 있는 높은 신계약 증가율은 매우 긍정적으로 평가된다.,POSITIVE
"FY07년에 급락한 장기보험 신계약 성장률 반영과 자동차 보험료 인상효과 희석으로 장기보험과 자동차보험은 각각10.1%, 7.6%성장할 것으로 전망된다.",POSITIVE
특히 올해 하반기부터 상업적 양산이 가능할 것으로 전망되는 태양광사업 Process의 내부화로 LG의 기업가치는 올 하반기에 더욱 주목받을 것으로 예상된다.,POSITIVE
DRAM 2분기 흑자전환 시작에 불과 하이닉스 실적호전의 요인은 DRAM 경기의 회복임.,POSITIVE
그러나 DRAM 경기의 V자 회복이 예상됨에 따라 하이닉스의 진가가 발휘될 때가 온 것으로 보임 ▶,POSITIVE
"검색광고는 5월, 6월의 긴 연휴가 부정적이지만 Google의 영업력 강화로 견조한 성장이 기대된다.",POSITIVE
이미 LG디스플레이에 납품하고 있던 LG화학의 생산 라인을 인수했고 삼성전자는 해당 CCFL 업체들과 07년부터 테스트를 진행해 왔기 때문이다.,NEUTRAL
"최근에 LG전자 방문 결과, 2008년 2분기의 휴대폰 영업이익률(연결)이 당사 전망치대비 0.3%p 증가한 13.9%로 추정되고 있어, 2분기 전체 영업이익(연결)을 8,207억원으로 종전대비 7.7% 상향하였다.",POSITIVE
G마켓과 인터파크는 고유가를 이길 수 있는 경기방어주 G마켓과 인터파크는 유가 상승 등 외부 악재에 둔감한 실적 호전이 예상된다.,POSITIVE
하반기 메모리 경기 상승 국면에서 글로벌 선발 메모리 업체들의 전반적인 Valuation Re-rating을 예상한다.,POSITIVE
"글로벌 최상위 업체인 삼성전자의 경우 PBR 2.5배, 글로벌 2위권 메모리 업체인 하이닉스, 엘피다 등의 경우0 PBR 2.0배 수준으로의 Re-rating을 예상한다. 2분기 영업적자 큰 폭의 감소, 연간 영업이익 흑자 예상 2Q08 예상 실적은 연결 기준 매출액 1.91조원, 영업적자 1,270억원으로 큰 폭의 감소를 예상한다.",POSITIVE
"삼성전자의 100% 이상 bit growth 계획, 우시 공장 정전 등 부정적 변수에도 불구하고, 하반기 메모리 경기 회복과 하이닉스의 생존이라는 큰 그림에는 변함이 없다.",POSITIVE
"당초 예상과 달리 혈액제제 수익성 방어 가능할 전망 혈장 수급난과 도입단가 상승으로 혈액제제의 수익성에 대한 우려가 컸으나 알부민 보험약가 인상(6.7%), IV글로블린 수출단가 상승(국제가격 85% 상승), 원료(혈장) 수입선 다변화 등에 힘입어 수익성 방어가 가능할 전망이다.",POSITIVE
빙과류의 실적 개선에 주목해야 ... 롯데삼강의 영업실적은 2분기부터 확연히 좋아지는 모습을 보일 전망이다.,POSITIVE
꼬였던 실타래 2007년 매출액 급감 넥스턴은 공장 이전작업 지연과 환율 약세로 인한 내수시장 수입품 대체로 인해 매출액이 전년대비 급감했다.,NEGATIVE
"넥스턴은 공장 이전 완료에 따른 생산 정상화, 환율 강세로 인한 내수시장 회복, 주물 파동 종료에 따른 수주 활동 본격화 및 외국인 매도 완료 등 꼬였던 실타래가 풀리고 있다.",POSITIVE
지난 9일 삼성전자는 2010년 양산을 목표로 박막형 태양전지 연구 개발을 추진 중이라고 밝혔다.,NEUTRAL
"09년 안정적 성장 전망, 2차전지, 유기재료 등의 잠재력은 업사이드 포텐셜 테크노세미켐의 09년 매출액과 영업이익은 각각 전년대비 24%, 7% 성장이 예상된다.",POSITIVE
"2Q08 영업이익 YoY 47% 증가한 653억원 예상, 주력인 PVC, 가성소다 호조 지속 한화석화의 2분기 영업이익은 전년 동기 대비 47% 증가한 653억원을 기록할 전망이다.",POSITIVE
